Office,Office (Code),Origin,Field of technology,Year,Patent Count
European Patent Office,EP,Total,16 - Pharmaceuticals,2008,7218.0
European Patent Office,EP,Total,"17 - Macromolecular chemistry, polymers",2008,2798.0
European Patent Office,EP,Total,18 - Food chemistry,2008,1485.0
European Patent Office,EP,Total,19 - Basic materials chemistry,2008,3852.0
European Patent Office,EP,Total,"20 - Materials, metallurgy",2008,2362.0
European Patent Office,EP,Total,"21 - Surface technology, coating",2008,2097.0
European Patent Office,EP,Total,22 - Micro-structural and nano-technology,2008,247.0
European Patent Office,EP,Total,23 - Chemical engineering,2008,3243.0
European Patent Office,EP,Total,24 - Environmental technology,2008,1673.0
European Patent Office,EP,Total,25 - Handling,2008,4051.0
European Patent Office,EP,Total,26 - Machine tools,2008,3194.0
European Patent Office,EP,Total,"27 - Engines, pumps, turbines",2008,4373.0
European Patent Office,EP,Total,28 - Textile and paper machines,2008,2972.0
European Patent Office,EP,Total,29 - Other special machines,2008,3762.0
European Patent Office,EP,Total,30 - Thermal processes and apparatus,2008,2055.0
European Patent Office,EP,Total,31 - Mechanical elements,2008,4554.0
European Patent Office,EP,Total,32 - Transport,2008,6657.0
European Patent Office,EP,Total,"33 - Furniture, games",2008,2752.0
European Patent Office,EP,Total,34 - Other consumer goods,2008,2715.0
European Patent Office,EP,Total,35 - Civil engineering,2008,3854.0
United States of America,US,Total,"1 - Electrical machinery, apparatus, energy",2008,18674.0
United States of America,US,Total,2 - Audio-visual technology,2008,19365.0
United States of America,US,Total,3 - Telecommunications,2008,15815.0
United States of America,US,Total,4 - Digital communication,2008,13623.0
United States of America,US,Total,5 - Basic communication processes,2008,5808.0
United States of America,US,Total,6 - Computer technology,2008,50893.0
United States of America,US,Total,7 - IT methods for management,2008,7014.0
United States of America,US,Total,8 - Semiconductors,2008,17600.0
United States of America,US,Total,9 - Optics,2008,13465.0
United States of America,US,Total,10 - Measurement,2008,14424.0
United States of America,US,Total,11 - Analysis of biological materials,2008,2110.0
United States of America,US,Total,12 - Control,2008,6758.0
United States of America,US,Total,13 - Medical technology,2008,19125.0
United States of America,US,Total,14 - Organic fine chemistry,2008,8118.0
United States of America,US,Total,15 - Biotechnology,2008,6685.0
United States of America,US,Total,16 - Pharmaceuticals,2008,11137.0
United States of America,US,Total,"17 - Macromolecular chemistry, polymers",2008,3801.0
United States of America,US,Total,18 - Food chemistry,2008,2240.0
United States of America,US,Total,19 - Basic materials chemistry,2008,4685.0
United States of America,US,Total,"20 - Materials, metallurgy",2008,2931.0
United States of America,US,Total,"21 - Surface technology, coating",2008,7355.0
United States of America,US,Total,22 - Micro-structural and nano-technology,2008,195.0
United States of America,US,Total,23 - Chemical engineering,2008,6221.0
United States of America,US,Total,24 - Environmental technology,2008,2791.0
United States of America,US,Total,25 - Handling,2008,7449.0
United States of America,US,Total,26 - Machine tools,2008,6506.0
United States of America,US,Total,"27 - Engines, pumps, turbines",2008,6336.0
United States of America,US,Total,28 - Textile and paper machines,2008,5132.0
United States of America,US,Total,29 - Other special machines,2008,7014.0
United States of America,US,Total,30 - Thermal processes and apparatus,2008,2679.0
United States of America,US,Total,31 - Mechanical elements,2008,7376.0
United States of America,US,Total,32 - Transport,2008,9684.0
United States of America,US,Total,"33 - Furniture, games",2008,9158.0
United States of America,US,Total,34 - Other consumer goods,2008,5789.0
United States of America,US,Total,35 - Civil engineering,2008,7146.0
European Patent Office,EP,Total,"1 - Electrical machinery, apparatus, energy",2009,7587.0
European Patent Office,EP,Total,2 - Audio-visual technology,2009,4765.0
European Patent Office,EP,Total,3 - Telecommunications,2009,4356.0
European Patent Office,EP,Total,4 - Digital communication,2009,7864.0
European Patent Office,EP,Total,5 - Basic communication processes,2009,1063.0
European Patent Office,EP,Total,6 - Computer technology,2009,7477.0
European Patent Office,EP,Total,7 - IT methods for management,2009,1165.0
European Patent Office,EP,Total,8 - Semiconductors,2009,2875.0
European Patent Office,EP,Total,9 - Optics,2009,3366.0
European Patent Office,EP,Total,10 - Measurement,2009,5874.0
European Patent Office,EP,Total,11 - Analysis of biological materials,2009,1378.0
European Patent Office,EP,Total,12 - Control,2009,2149.0
European Patent Office,EP,Total,13 - Medical technology,2009,9040.0
European Patent Office,EP,Total,14 - Organic fine chemistry,2009,4909.0
European Patent Office,EP,Total,15 - Biotechnology,2009,3792.0
European Patent Office,EP,Total,16 - Pharmaceuticals,2009,6337.0
European Patent Office,EP,Total,"17 - Macromolecular chemistry, polymers",2009,2588.0
European Patent Office,EP,Total,18 - Food chemistry,2009,1321.0
European Patent Office,EP,Total,19 - Basic materials chemistry,2009,3609.0
European Patent Office,EP,Total,"20 - Materials, metallurgy",2009,2126.0
European Patent Office,EP,Total,"21 - Surface technology, coating",2009,1907.0
European Patent Office,EP,Total,22 - Micro-structural and nano-technology,2009,254.0
European Patent Office,EP,Total,23 - Chemical engineering,2009,2966.0
European Patent Office,EP,Total,24 - Environmental technology,2009,1676.0
European Patent Office,EP,Total,25 - Handling,2009,3758.0
European Patent Office,EP,Total,26 - Machine tools,2009,3042.0
European Patent Office,EP,Total,"27 - Engines, pumps, turbines",2009,4293.0
European Patent Office,EP,Total,28 - Textile and paper machines,2009,2563.0
European Patent Office,EP,Total,29 - Other special machines,2009,3834.0
European Patent Office,EP,Total,30 - Thermal processes and apparatus,2009,2081.0
European Patent Office,EP,Total,31 - Mechanical elements,2009,4132.0
European Patent Office,EP,Total,32 - Transport,2009,6238.0
European Patent Office,EP,Total,"33 - Furniture, games",2009,2538.0
European Patent Office,EP,Total,34 - Other consumer goods,2009,2554.0
European Patent Office,EP,Total,35 - Civil engineering,2009,3709.0
United States of America,US,Total,"1 - Electrical machinery, apparatus, energy",2009,20400.0
United States of America,US,Total,2 - Audio-visual technology,2009,19253.0
United States of America,US,Total,3 - Telecommunications,2009,15191.0
United States of America,US,Total,4 - Digital communication,2009,13261.0
United States of America,US,Total,5 - Basic communication processes,2009,5647.0
United States of America,US,Total,6 - Computer technology,2009,51549.0
United States of America,US,Total,7 - IT methods for management,2009,7069.0
United States of America,US,Total,8 - Semiconductors,2009,16992.0
United States of America,US,Total,9 - Optics,2009,13590.0
United States of America,US,Total,10 - Measurement,2009,14684.0
United States of America,US,Total,11 - Analysis of biological materials,2009,2261.0
United States of America,US,Total,12 - Control,2009,6559.0
United States of America,US,Total,13 - Medical technology,2009,18107.0
United States of America,US,Total,14 - Organic fine chemistry,2009,9069.0
United States of America,US,Total,15 - Biotechnology,2009,8192.0
United States of America,US,Total,16 - Pharmaceuticals,2009,12394.0
United States of America,US,Total,"17 - Macromolecular chemistry, polymers",2009,4067.0
United States of America,US,Total,18 - Food chemistry,2009,2336.0
United States of America,US,Total,19 - Basic materials chemistry,2009,5110.0
United States of America,US,Total,"20 - Materials, metallurgy",2009,3109.0
United States of America,US,Total,"21 - Surface technology, coating",2009,8820.0
United States of America,US,Total,22 - Micro-structural and nano-technology,2009,204.0
United States of America,US,Total,23 - Chemical engineering,2009,6343.0
United States of America,US,Total,24 - Environmental technology,2009,2958.0
United States of America,US,Total,25 - Handling,2009,7174.0
United States of America,US,Total,26 - Machine tools,2009,6903.0
United States of America,US,Total,"27 - Engines, pumps, turbines",2009,7060.0
United States of America,US,Total,28 - Textile and paper machines,2009,4823.0
United States of America,US,Total,29 - Other special machines,2009,7313.0
United States of America,US,Total,30 - Thermal processes and apparatus,2009,2873.0
United States of America,US,Total,31 - Mechanical elements,2009,7325.0
United States of America,US,Total,32 - Transport,2009,9521.0
United States of America,US,Total,"33 - Furniture, games",2009,8701.0
United States of America,US,Total,34 - Other consumer goods,2009,5601.0
United States of America,US,Total,35 - Civil engineering,2009,6978.0
European Patent Office,EP,Total,"1 - Electrical machinery, apparatus, energy",2010,7774.0
European Patent Office,EP,Total,2 - Audio-visual technology,2010,4454.0
European Patent Office,EP,Total,3 - Telecommunications,2010,4054.0
European Patent Office,EP,Total,4 - Digital communication,2010,7897.0
European Patent Office,EP,Total,5 - Basic communication processes,2010,1097.0
European Patent Office,EP,Total,6 - Computer technology,2010,7417.0
European Patent Office,EP,Total,7 - IT methods for management,2010,1249.0
European Patent Office,EP,Total,8 - Semiconductors,2010,3273.0
European Patent Office,EP,Total,9 - Optics,2010,3131.0
European Patent Office,EP,Total,10 - Measurement,2010,5746.0
European Patent Office,EP,Total,11 - Analysis of biological materials,2010,1486.0
European Patent Office,EP,Total,12 - Control,2010,2146.0
European Patent Office,EP,Total,13 - Medical technology,2010,8937.0
European Patent Office,EP,Total,14 - Organic fine chemistry,2010,4702.0
European Patent Office,EP,Total,15 - Biotechnology,2010,4195.0
European Patent Office,EP,Total,16 - Pharmaceuticals,2010,6363.0
European Patent Office,EP,Total,"17 - Macromolecular chemistry, polymers",2010,2569.0
European Patent Office,EP,Total,18 - Food chemistry,2010,1348.0
European Patent Office,EP,Total,19 - Basic materials chemistry,2010,3758.0
European Patent Office,EP,Total,"20 - Materials, metallurgy",2010,2164.0
European Patent Office,EP,Total,"21 - Surface technology, coating",2010,1868.0
European Patent Office,EP,Total,22 - Micro-structural and nano-technology,2010,272.0
European Patent Office,EP,Total,23 - Chemical engineering,2010,3047.0
European Patent Office,EP,Total,24 - Environmental technology,2010,1716.0
European Patent Office,EP,Total,25 - Handling,2010,3576.0
European Patent Office,EP,Total,26 - Machine tools,2010,3018.0
European Patent Office,EP,Total,"27 - Engines, pumps, turbines",2010,4193.0
European Patent Office,EP,Total,28 - Textile and paper machines,2010,2292.0
European Patent Office,EP,Total,29 - Other special machines,2010,3936.0
European Patent Office,EP,Total,30 - Thermal processes and apparatus,2010,2258.0
European Patent Office,EP,Total,31 - Mechanical elements,2010,3997.0
European Patent Office,EP,Total,32 - Transport,2010,5785.0
European Patent Office,EP,Total,"33 - Furniture, games",2010,2504.0
European Patent Office,EP,Total,34 - Other consumer goods,2010,2517.0
European Patent Office,EP,Total,35 - Civil engineering,2010,3949.0
United States of America,US,Total,"1 - Electrical machinery, apparatus, energy",2010,21150.0
United States of America,US,Total,2 - Audio-visual technology,2010,18790.0
United States of America,US,Total,3 - Telecommunications,2010,14713.0
United States of America,US,Total,4 - Digital communication,2010,14966.0
United States of America,US,Total,5 - Basic communication processes,2010,5544.0
United States of America,US,Total,6 - Computer technology,2010,50081.0
United States of America,US,Total,7 - IT methods for management,2010,6905.0
United States of America,US,Total,8 - Semiconductors,2010,17420.0
United States of America,US,Total,9 - Optics,2010,12235.0
United States of America,US,Total,10 - Measurement,2010,14759.0
United States of America,US,Total,11 - Analysis of biological materials,2010,2458.0
United States of America,US,Total,12 - Control,2010,6609.0
United States of America,US,Total,13 - Medical technology,2010,19759.0
